,Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name
,ISmoke Outlet OBT,6220 S Orange Blossom Trl Ste 608,,Orlando,FL,32809,US,https://www.ismokeoutlet.com/,4079300671,ismokeoutlet@gmail.com,2018-09-10,5/24/2020,Yes,S,CBD,Yes,
,Layalina Hookah Lounge,875 Woodbury Rd Ste 107A and B,,Orlando,FL,32828,US,,4077042860,abemarouf@gmail.com,2021-10-03,10/3/2021,Yes,L,CBD,Yes,
,Lifted Smoke Shop,7520 E Colonial Dr,,Orlando,FL,32807,US,https://liftedsmokeshops.com/,4077515058,info@smkdly.com,2019-08-19,8/19/2019,,S,,,
,Lifted Smoke Shop,11565 University Blvd #1,,Orlando,FL,32817,US,https://liftedofficial.com/,4079308248,liftedorders@gmail.com,2021-09-29,,Yes,S,CBD,,
,Lifted Smoke Shop,9521 S Orange Blossom Trl Ste 101,,Orlando,FL,32837,US,https://liftedofficial.com/,4072718485,liftedsmokeshops@gmail.com,2021-09-29,,Yes,S,CBD,,
,Lifted Smoke Shop,6450 International Dr,,Orlando,FL,32819,US,https://liftedofficial.com/,4076746862,liftedsmokeshops@gmail.com,2021-09-29,,Yes,S,CBD,,
,Lifted Smoke Shop,1115 W Colonial Dr,,Orlando,FL,32804,US,https://liftedofficial.com/,4073175020,liftedsmokeshops@gmail.com,2021-09-29,,Yes,S,CBD,,
,Lifted Smoke Shop UCF2,10014 University Blvd,,Orlando,FL,32817,US,https://liftedofficial.com/,3213164311,liftedsmokeshops@gmail.com,2021-09-29,9/29/2021,Yes,S,CBD,,
,Low Fume Smoke Shop,2443 S Hiawassee Rd,,Orlando,FL,32835,US,https://low-fume.business.site/,4074403064,support@lowfume.com,2021-10-10,,Yes,S,CBD,Yes,
,Magic Smoke Shops And Cigars,4353 Edgewater Dr Ste 600,,Orlando,FL,32811,US,,4077302818,magicsmokeshops@gmail.com,2021-08-07,8/7/2021,Yes,S,CBD,,
,Medicated Smoke & Vape Shop East,9810 E Colonial Dr,,Orlando,FL,32817,US,https://medicatedshop.com,4074126282,medicatedllc@gmail.com,2022-01-24,1/24/2022,Yes,S,CBD,,
,Mr. Mojo's Smoke Shop,1725 W Oak Ridge Rd Unit 1725,,Orlando,FL,32809,US,,4076748608,mrmojossmokeshop@gmail.com,2018-11-04,10/3/2021,Yes,S,CBD,Yes,
,Mr. Mojo's Smoke Shop and Vape,1718 Woolco Way,,Orlando,FL,32822,US,,4077047704,mrmojossmokeshop@gmail.com,2021-10-03,10/3/2021,Yes,S,CBD,Yes,
,Mystique Smoke Shop,9438 E Colonial Dr,,Orlando,FL,32817,US,,4077041859,mystiquesmokes@gmail.com,2021-10-03,,Yes,S,CBD,Yes,
,New Galaxy Gifts,10209 E Colonial Dr Ste 140,,Orlando,FL,32817,US,http://newgalaxygifts.com/,4072735020,,2019-01-03,1/3/2019,Yes,H,CBD,Yes,
,Nona Smoke Shop,9456 Narcoossee Rd,,Orlando,FL,32827,US,,4072370478,,2021-10-11,,,S,,,
,Nothing But Hemp,6612 Old Winter Garden Rd,,Orlando,FL,32835,US,https://www.nothingbuthemp.net/,4076306291,team@nothingbuthemp.net,2021-02-22,,Yes,C,CBD,,
,Nothing But Hemp,948 S Sermon Blvd,,Orlando,FL,32807,US,https://www.nothingbuthemp.net/,4076017144,team@nothingbuthemp.net,2021-02-22,2/22/2021,Yes,C,CBD,,
,NY Smoke Shop,11945 S Apopka Vineland Rd,,Orlando,FL,32836,US,,4072399900,,2018-11-14,1/31/2020,,S,,Yes,
,O Town Vapes,5303 E Colonial Dr Ste F,,Orlando,FL,32807,US,https://www.otownvapes.com/,4077455215,otownvapes@gmail.com,2018-09-10,5/28/2020,Yes,V,CBD,Yes,
,Orlando Cigar and Tobacco Shop,5326 Central Florida Pkwy,,Orlando,FL,32821,US,,4077781931,,2021-09-29,,,S,,,
,Orlando Smoke Shop Florida Mall,1937 Sand Lake Rd,,Orlando,FL,32809,US,,4072405770,,2019-01-03,,,S,,,
,Orlando Smoke Shop Fun Spot,5531 International Dr,,Orlando,FL,32819,US,http://www.ziigiismokeshops.com,4077455520,orlandosmokeshops@hotmail.com,2018-12-25,,Yes,S,CBD,Yes,
,Orlando Smoke Shop Sea World,11062 International Dr #108,,Orlando,FL,32821,US,,4079302660,,2018-09-10,5/28/2020,Yes,S,CBD,Yes,
,Pipe & Pouch Smoke Shop,53 N Orange Ave,,Orlando,FL,32801,US,,4078417980,pipeandpouch@gmail.com,2018-11-10,,Yes,S,CBD,,
,Pipe Dreams,1654 N Semoran Blvd Ste 160,,Orlando,FL,32807,US,https://pipedreams.shop/pages/pipe-dreams-orlando-fl,4079300620,pipedreamsorlando@gmail.com,2021-10-11,10/11/2021,Yes,S,CBD,Yes,
,Red Dragon LBV,12376 S Apopka Vineland Rd #103,,Orlando,FL,32836,US,https://smokeshopinorlando.com/,4077784186,charaf24@hotmail.com,2020-03-05,3/5/2020,Yes,S,CBD,Yes,
,Red Dragon Smoke Shop Metrowest,2434 S Kirkman Rd,,Orlando,FL,32811,US,https://smokeshopinorlando.com/,4072706537,charaf24@hotmail.com,2018-09-10,5/3/2019,Yes,S,CBD,Yes,
,Red Dragon Smoke Shop South OBT,11757 S Orange Blossom Trl Ste A,,Orlando,FL,32837,US,https://smokeshopinorlando.com/,4078165001,,2018-09-10,5/28/2020,Yes,S,CBD,Yes,
,Red Dragon Turkey Lake,8972 Turkey Lake Rd Ste A-600,,Orlando,FL,32819,US,https://smokeshopinorlando.com/,4072031203,charaf24@hotmail.com,2020-03-05,,Yes,S,CBD,Yes,
,Revo Vape Shop,222 Neighborhood Market Rd Ste 106,,Orlando,FL,32825,US,,4072035222,revovapesociety@gmail.com,2018-09-11,,Yes,V,CBD,Yes,
,Smoke Break Avalon,15265 E Colonial Dr,,Orlando,FL,32826,US,,3218047345,,2019-06-24,,,S,,,
,Smoke Break Shop,7501 E Colonial Dr,,Orlando,FL,32807,US,,4077345633,smokebreakin@gmail.com,2019-06-24,6/24/2019,Yes,S,CBD,,
,Smoke Pharmacy,5135 International Dr Ste 14,,Orlando,FL,32819,US,https://smokepharmacy.com/,4075004420,info@smokepharmacy.com,2021-10-02,,Yes,S,CBD,Yes,
,Smoke Pharmacy,715 N Ferncreek Ave Ste C,,Orlando,FL,32803,US,http://www.smokepharmacy.com,4072706200,info@smokepharmacy.com,2019-01-03,,Yes,S,CBD,Yes,
,Smoke Shop 247 Inc,8484 Palm Pkwy,,Orlando,FL,32836,US,https://www.247smokeshop.com,4077781221,247smokeshop2020@gmail.com,2021-05-15,,Yes,S,CBD,,
,Smoke Shop Curry Ford,2946 Curry Ford Rd,,Orlando,FL,32806,US,,4076017630,,2021-10-12,,,S,,,
,SoCal Smoke Shop,2507 1/2 E Colonial Dr,,Orlando,FL,32803,US,https://socalsmokeshops.com/,4077046815,socalsmokeshops@gmail.com,2020-11-05,,Yes,S,CBD,,
,SoCal Smoke Shop 2,3510 S Orange Ave,,Orlando,FL,32806,US,https://socalsmokeshops.com/,4072504097,socalsmokeshops@gmail.com,2020-11-05,,Yes,S,CBD,,
,The Healthy Buddah,345 N Orange Ave,,Orlando,FL,32801,US,https://www.healthybuddah.com/,4076350600,thehealthybuddah@gmail.com,2020-04-11,4/11/2020,Yes,O,CBD,Yes,
,The Hemp Depot Orlando,110 N Bumby Ave,,Orlando,FL,32803,US,https://thehempdepotorlando.com/,4079175757,caroline@yumyumpops.net,2020-12-17,,Yes,C,CBD,,
,The Proper Pipe,4801 E Colonial Dr,,Orlando,FL,32803,US,https://theproperpipe.com/,4077045412,theproperpipecustomerservice@gmail.com,2021-10-05,,,S,,,
,Tobacco Corner,6636 Old Winter Garden Rd,,Orlando,FL,32835,US,,4072718915,,2018-09-25,,Yes,T,CBD,Yes,
,Toke Kings Smoke Shop,9251 S Orange Blossom Trl Ste 6,,Orlando,FL,32837,US,https://toke-kings-smoke-shop.business.site/,4074403061,,2021-10-13,,,S,,Yes,
,Triple Smoke Shop,4207 Edgewater Dr,,Orlando,FL,32804,US,https://triplesmoke.shop/,4072862700,venessa@triplesmoke.shop,2021-10-13,,Yes,S,CBD,Yes,
,TruHemp CBD Store,11937 S Orange Blossom Trail,,Orlando,FL,32837,US,https://truhemp.net/,4072406400,admin@truhemp.net,2021-10-05,10/5/2021,Yes,C,CBD,,
,Universal Smoke Shop,5438 International Dr Ste A,,Orlando,FL,32819,US,https://elitevapeandsmoke.com/universal/,4072504172,orlandovapeandsmoke@gmail.com,2021-10-07,10/7/2021,Yes,S,CBD,Yes,
,Up In Smoke,13802 Landstar Blvd #104,,Orlando,FL,32824,US,http://upinsmokeshop.co/,4074389444,,2018-09-21,,Yes,S,CBD,Yes,
,Up In Smoke,4434 Hoffner Ave Ste 3,,Orlando,FL,32812,US,http://www.upinsmokeshop.co/,4078515253,,2018-09-21,,,S,,,
,Up In Smoke,4498 N Alafaya Trail,,Orlando,FL,32826,US,http://www.upinsmokeshop.co,4078022636,smokeup@upinsmokeflorida.com,2019-01-05,,Yes,S,CBD,Yes,
,Up In Smoke 2,9350 S Orange Blossom Trl #10,,Orlando,FL,32837,US,http://www.upinsmokeshop.co/,4078153006,smokeup@upinsmokeflorida.com,2019-01-05,,Yes,S,CBD,Yes,
,Up In Smoke Tobacco Shop,3900 S Goldenrod Rd,,Orlando,FL,32822,US,http://upinsmokefl.com/,4074408334,,2019-10-17,,,S,,,
,USA Smoke Shop,5170 S John Young Pkwy,,Orlando,FL,32839,US,,4072718168,,2021-10-13,,Yes,S,CBD,,
,Vape It,4316 Curry Ford Rd,,Orlando,FL,32806,US,https://vapeitorlandosmokeshop.business.site/,4078986142,,2021-06-24,6/24/2021,,S,,,
,Vapor Krew,5389 S Kirkman Rd Ste 100,,Orlando,FL,32819,US,,4077044363,sales@vaporkrew.com,2018-09-06,3/8/2020,,V,,,
,Vapor Krew,2309 S Orange Ave,,Orlando,FL,32806,US,,4077454273,sales@vaporkrew.com,2018-09-06,10/5/2021,Yes,V,CBD,Yes,
,Vapor Krew,8000 International Dr Ste 106,,Orlando,FL,32819,US,http://www.vaporkrew.com/,4079302819,vaporkrew@gmail.com,2018-09-06,3/8/2020,Yes,V,CBD,,
,Vapor Krew,12014 E Colonial Dr Ste 100,,Orlando,FL,32819,US,http://www.vaporkrew.com/,4072032387,vaporkrew@gmail.com,2018-09-06,3/8/2020,Yes,V,CBD,Yes,
,VIP SMOKE SHOP ORLANDO,11218 S Orange Blossom Trail,,Orlando,FL,32837,US,,4072861117,,2019-09-23,,,S,,,
,Your CBD Store - Baldwin Park,4825 New Broad St,,Orlando,FL,32814,US,https://cbdrx4u.com/find-us/florida/baldwin-park,4077892313,baldwinpark0134@cbdrx4u.com,2021-06-03,,Yes,C,CBD,,
,Your CBD Store - Waterford Lakes,465 N Alafaya Trail,,Orlando,FL,32828,US,https://cbdrx4u.com/find-us/florida/waterford-lakes,4077307977,orlando278@cbdrx4u.com,2021-06-03,,Yes,C,CBD,,
,Zaman Smoke Shop,6400 International Dr Ste 150,,Orlando,FL,32819,US,,4079736117,,2021-10-14,,Yes,S,CBD,,
,Canna Beach Daze,364 W Granada Blvd,,Ormond Beach,FL,32174,US,https://400daze.com/,3864003293,,2020-11-22,,Yes,S,CBD,,
,Deep South State of Mind,400 S Atlantic Ave Ste 384,,Ormond Beach,FL,32176,US,https://deepsouthstateofmind.org/,3864563838,stephanie.dssm@gmail.com,2021-10-07,10/7/2021,Yes,C,CBD,,
,KD Vapes,152 S Nova Rd,,Ormond Beach,FL,32174,US,https://www.kdvapes.com/,3866720670,kdvapes@aol.com,2018-09-10,5/24/2020,Yes,V,CBD,,
,Pumpernickel Pops Smoke Shop & Vape Store,1124 W Granada Blvd,,Ormond Beach,FL,32174,US,https://www.pumpernickelpops.com/,3862389145,pumpernickelpopssmoke@yahoo.com,2021-10-12,10/12/2021,Yes,S,CBD,Yes,
,Purple Haze,396 S Atlantic Ave,,Ormond Beach,FL,32176,US,,3869449051,,2018-11-02,,Yes,S,CBD,,
,Natural Wellness Organics,698 S Tamiami Trail,,Osprey,FL,34229,US,https://naturalwellnessorganics.com/,9415849840,info@naturalwellnessorganics.com,2021-03-03,,Yes,C,CBD,,
,Daddy Jak's Vapor Shop,5414 Deep Lake Rd Ste 1128,,Oviedo,FL,32765,US,http://www.daddyjaksvapor.com/,3212032575,daddyjaksvapor@gmail.com,2014-08-28,4/9/2019,Yes,V,CBD,,
,Mountain Oak Vapors of Oviedo FL,1954 W State Rd 426 #1118,,Oviedo,FL,32765,US,,4075420801,,2018-08-06,12/29/2019,Yes,V,CBD,,
,"Rock N' Roll It Vape, Tobacco, & CBD",1016 Lockwood Blvd #110,,Oviedo,FL,32765,US,https://www.rocknrollit.com/,4075423756,support@rocknrollit.com,2021-01-22,,Yes,S,CBD,Yes,
,The Vape Cafe,1945 W County Rd 419 Ste 1161,,Oviedo,FL,32766,US,,4079065052,sales@thevapecafeoviedo.com,2017-01-23,1/14/2019,,V,,,
,The Vape Shop of Pace,4430 US-90 Ste D,,Pace,FL,32571,US,https://www.thevapeshopofpns.com/,8508989434,thevapeshopofpns@gmail.com,2018-09-08,11/1/2019,Yes,V,CBD,,
,Tobacco 4 Less,4232 US-90,,Pace,FL,32571,US,,8505864400,,2020-02-24,2/24/2020,Yes,S,CBD,Yes,
,Your CBD Store,5402 US-90,,Pace,FL,32571,US,http://www.cbdpace.com/,8509104464,cbdpace@gmail.com,2019-09-11,11/17/2021,Yes,C,CBD,,
,Lifted Spirits Vape & More,324 St Johns Ave,,Palatka,FL,32177,US,,3863853787,liftedspiritsvape@yahoo.com,2019-08-19,,,V,,,
,Smoke Shop,1921 Reid St,,Palatka,FL,32177,US,,3863260106,,2020-02-24,,Yes,S,CBD,,
,Babcock Tobacco Store Inc,5275 Babcock St NE,,Palm Bay,FL,32905,US,,3217287445,,2019-07-21,,,T,,,
,Bayside Tobacco Store,3450 Bayside Lakes Blvd SE,,Palm Bay,FL,32909,US,,3217687668,,2019-07-22,,,S,,,
,Envy Vapes,1155 Malabar Rd NE Ste 5,,Palm Bay,FL,32907,US,https://www.facebook.com/envyvapes/,3213277927,envyvapeslounge@gmail.com,2019-04-11,,Yes,V,CBD,,
,Smokes 4 Less Palm Bay,142 Malabar Rd Ste 102,,Palm Bay,FL,32907,US,http://smokes4lessnation.com/,3213732176,smokes4lessnation@gmail.com,2019-10-09,10/9/2019,Yes,S,CBD,,
,The Honeycomb FL,3200 Dixie Hwy NE Ste 8,,Palm Bay,FL,32905,US,https://www.thehoneycombfl.com/,3213120599,sales@thehoneycombfl.com,2020-07-31,,Yes,C,CBD,,
,Tobacco District Vape N' Smoke Shop,4700 Babcock St NE Ste 34,,Palm Bay,FL,32905,US,,3214738948,tobaccodistrict123@yahoo.com,2018-09-21,7/28/2019,Yes,S,CBD,,
,"Tobacco Square, Inc.",1155 Malabar Road Se,,Palm Bay,FL,32907,US,,3219143485,tobaccosquarecigars@gmail.com,2022-02-24,2/24/2022,Yes,T,CBD,Yes,
,Tobacco Store,190 Malabar Rd Ste 117,,Palm Bay,FL,32907,US,,3214093670,,2019-12-10,,,T,,,
,Glass Chamber,3222 S Dixie Hwy #C,,Palm Beach,FL,33405,US,http://glasschamberfl.com/,5615084774,glasschamber561@gmail.com,2018-08-06,7/31/2019,Yes,S,CBD,Yes,
,"Your CBD Store - Palm Beach Gardens, FL",9089 N Military Trl #25,,Palm Beach Gardens,FL,33410,US,https://cbdrx4u.com/,5617290107,palmbeachgardensfl@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Blaze N Flame,4845 Belle Terre Pkwy,,Palm Coast,FL,32164,US,https://www.facebook.com/blazenflame2,3862254642,,2018-08-06,8/24/2019,Yes,S,CBD,,
,JMJ Tobacco Outlet,800 Belle Terre Pkwy #206,,Palm Coast,FL,32164,US,,3864374340,,2019-12-21,,Yes,T,CBD,,
,Palm Coast Vape and Glassware,29 Old Kings Rd N Ste 2-A,,Palm Coast,FL,32137,US,https://www.palmcoastvapeshop.com/,3865972838,palmcoastvape@gmail.com,2018-09-10,5/24/2020,Yes,V,CBD,,
,Relief Leaf CBD,5 Utility Dr Ste 18,,Palm Coast,FL,32137,US,https://www.reliefleafcbd.com/,3865854408,info@reliefleafcbd.com,2021-03-30,,Yes,C,CBD,,
,Savages Smoke Shop,1475 Palm Coast Pkwy NW Ste 103,,Palm Coast,FL,32137,US,http://savagessmokeshop.business.site/,3863020946,savagessmokeshop@gmail.com,2020-02-14,,Yes,S,CBD,Yes,
,Ts Tobacco Shop,216 St Joe Plaza Dr,,Palm Coast,FL,32164,US,,3862834928,tstobaccoshop@gmail.com,2018-10-25,,,T,,,
,"Your CBD Store - Palm Coast, FL",160 Cypress Point Pkwy Ste A105,,Palm Coast,FL,32164,US,https://cbdrx4u.com/,3866275217,palmcoast@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Exhale Smoke & More,31483 US-19 N,,Palm Harbor,FL,34684,US,,7274085877,exhaleus19@gmail.com,2021-10-17,,Yes,H,CBD,Yes,
,Marleys House Smoke Shop,32504 Us 19,,Palm Harbor,FL,34684,US,http://mhsmokeshop.com,7277978888,marleyshouseph@gmil.com,2019-05-28,,Yes,S,CBD,Yes,
,Tobacco Discount,760 E Lake Rd,,Palm Harbor,FL,34685,US,https://tobacco-discount.business.site/,7277867210,,2021-10-19,,Yes,T,CBD,Yes,
,XXX-Clusive Adult & Smoke Shop,32256 US Hwy 19 North,,Palm Harbor,FL,34684,US,,7277855370,,2018-11-15,,,H,,,
,YB Norml,36243 US-19 N,,Palm Harbor,FL,34684,US,http://www.ybnorml.com,7277853874,ybnormlnow@yahoo.com,2020-05-24,,Yes,S,CBD,Yes,
,"Your CBD Store - Palm Harbor, FL",31960 US-19 N,,Palm Harbor,FL,34684,US,https://cbdrx4u.com/,7277814223,palmharbor393@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Electric Smoke Vapor 2,3705 Lake Worth Rd,,Palm Springs,FL,33461,US,,5614255334,,2021-09-29,,Yes,S,CBD,,
,Palm Smoke Shop,4469 S Congress Ave Ste 111,,Palm Springs,FL,33461,US,,5617662121,,2019-12-22,12/22/2019,Yes,S,CBD,Yes,
,USA Vape,3123 Lake Worth Rd,,Palm Springs,FL,33461,US,,5612232427,usavapepalmsprings@gmail.com,2021-01-31,1/31/2021,Yes,H,CBD,Yes,
,DNA Vaping Palmetto,839 8th Ave W,,Palmetto,FL,34221,US,,9414172858,,2018-08-10,2/5/2020,Yes,V,CBD,,
,Bay Vapors,2303 W 15th St Unit B,,Panama City,FL,32401,US,https://www.bayvapors.net/,8502575571,bayvapors850@gmail.com,2020-03-04,,Yes,V,CBD,Yes,
,Coastal Botanicals,474 Harrison Ave,,Panama City,FL,32401,US,,8502526006,coastalbotanics474@gmail.com,2020-12-15,,Yes,C,CBD,,
,Cool Vapors,306 W 23rd St,,Panama City,FL,32405,US,,8504818114,,2018-08-06,12/15/2019,Yes,V,CBD,,
,Dr. Vape It - 23rd Street,669 W 23rd St,,Panama City,FL,32405,US,http://drvapeit.com/,8507478600,,2014-09-25,4/9/2019,Yes,V,CBD,,
,PCB Hemp Company,2107 Joan Ave,,Panama City,FL,32408,US,https://www.pcbhempcompany.com/,8507304425,pcbhempcompany@gmail.com,2021-02-11,,Yes,C,CBD,,
,Smokin' Vapor,306 W 15th St,,Panama City,FL,32401,US,https://smokinvapor.com/,8502157668,rob.smokinvapor@gmail.com,2018-10-24,12/11/2019,,V,,,
,Spacecraft Vapor,7121 US-98,,Panama City,FL,32407,US,http://www.spacecraftvapor.com/,8502494894,apexvapors@gmail.com,2014-09-16,4/20/2019,Yes,V,CBD,,
,Tobacco Mart,1403 W 15th St,,Panama City,FL,32401,US,,8502153324,,2020-07-13,,Yes,S,CBD,,
,Vape Tronix - Panama City Beach,4924 Thomas Dr,,Panama City,FL,32408,US,https://vape-tronix.com/,8505885753,,2018-09-16,,Yes,V,CBD,,
,VapeVille,2701 E 5th St,,Panama City,FL,32401,US,,8502155567,vapeville850@gmail.com,2018-09-09,4/6/2020,Yes,V,CBD,,
,Beatniks,13102 Front Beach Rd #3317,,Panama City Beach,FL,32407,US,http://beatniks-inc-gift-shop.business.site/,8502490012,,2019-07-22,7/22/2019,Yes,H,CBD,,
,Cloud 9 Tobacco Shop,8525 Thomas Dr,,Panama City Beach,FL,32408,US,https://cloud9tobaccoshop.com/,8502490792,cloud9tobaccoshop@gmail.com,2018-10-30,,Yes,S,CBD,,
,Dr. Vape It,10100 Hutchison Blvd,,Panama City Beach,FL,32407,US,http://drvapeit.com/,8502521051,tim@drvapeit.com,2018-06-26,7/6/2019,Yes,V,CBD,,
,Dr. Vape It - Pier Park,15600 Panama City Beach Pkwy Ste 680,,Panama City Beach,FL,32413,US,http://drvapeit.com,8503872675,tim@drvapeit.com,2018-06-26,4/9/2019,Yes,V,CBD,,
,Grog Fog Vapor Shop,17222 Panama City Beach Pkwy,,Panama City Beach,FL,32413,US,https://www.grogfog.com/,8502498872,vaportimepcb@yahoo.com,2018-09-24,,,V,,,
,Heatwave & Purple Haze,10015 Front Beach Rd,,Panama City Beach,FL,32407,US,,8502341666,purplehazesocial@gmail.com,2019-06-15,6/15/2019,Yes,H,CBD,,
,Heatwave & Purple Haze,15406 Front Beach Rd,,Panama City Beach,FL,32413,US,,8502305611,heatwave@knology.net,2019-06-15,,Yes,H,CBD,,
,Party Shack East,10600 Front Beach Rd,,Panama City Beach,FL,32407,US,,8502347067,pcbpipeshop@gmail.com,2019-11-27,,Yes,S,CBD,Yes,
,Revolution Tattoo & Body Piercing,13214 Front Beach Rd,,Panama City Beach,FL,32407,US,,8502351270,revolutiontattoopcb@gmail.com,2021-10-19,,,O,,,
,"Your CBD Store - Panama City Beach, FL",8730 Thomas Dr #1104C,,Panama City Beach,FL,32408,US,https://cbdrx4u.com/,8504815568,pcbfl@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,One Love Tobacco & Gifts,8209 US-301,,Parrish,FL,34219,US,,9417763010,,2019-08-07,,Yes,S,CBD,,
,J & J Smoke Shop,4520 W Hallandale Beach Blvd #9,,Pembroke Park,FL,33023,US,https://www.jandjsmokeshop.buzz/,7542449002,,2018-12-04,,Yes,S,CBD,Yes,
,Lucky Cigar,2910 SW 30th Ave,,Pembroke Park,FL,33009,US,,9548221570,,2021-09-27,,Yes,T,CBD,,
,All in One Smoke Shop,1300 N University Dr,,Pembroke Pines,FL,33024,US,http://allin1smokeshop.com/,9546137333,customer@allinonesmokeshop.com,2018-09-17,,,S,,,
,Cosmic Charlies,7821 Pines Blvd,,Pembroke Pines,FL,33024,US,http://www.cosmiccharlies.com/,9548939111,info@cosmiccharlies.com,2018-12-18,,Yes,H,CBD,,
,Gypsy Moon Vapin Brews,16642 Sheridan St,,Pembroke Pines,FL,33331,US,http://gypsymoonvapinbrews.com/,9545054650,info@gypsymoonvapinbrews.com,2018-08-06,12/24/2019,Yes,V,CBD,,
,Gypsy Moon Vapors,11212 Pines Blvd #102,,Pembroke Pines,FL,33026,US,http://gypsymoonvapors.com/,9542511961,info@gypsymoonvapinbrews.com,2018-08-06,12/24/2019,Yes,V,CBD,,
,Holy Smokes Pembroke Pines,18450 Pines Blvd Ste 106,,Pembroke Pines,FL,33029,US,,9545265606,holysmokespp@gmail.com,2018-08-06,9/28/2019,Yes,S,CBD,,
,Hookah Center,20908 Sheridan St,,Pembroke Pines,FL,33332,US,,9544477003,,2021-09-25,,Yes,T,CBD,,
,Miracle Leaf Health Centers,12510 Pines Blvd,,Pembroke Pines,FL,33027,US,https://miracleleaffl.com/pembroke-pines/,9546138112,pembrokepines@miracleleaffl.com,2021-09-24,,Yes,C,CBD,,
,Southern Smokes,10448 Taft St,,Pembroke Pines,FL,33026,US,,9544500057,southern_smokes@hotmail.com,2019-01-04,,Yes,S,CBD,Yes,
,True Vibes Miami,9129 Taft St,,Pembroke Pines,FL,33024,US,,9543917671,,2021-09-28,,Yes,S,CBD,,
,Vape & Smoke Shop - Pines,2072 N University Dr,,Pembroke Pines,FL,33024,US,http://www.vapensmokeshop.com/,9546742194,social@vapensmokeshop.com,2018-09-16,,Yes,V,CBD,,
,Vape & Smoke Shop - West Pines,12397 Pembroke Rd,,Pembroke Pines,FL,33025,US,http://vapensmokeshopwestpines.com/,9546133367,,2018-09-16,,Yes,V,CBD,,
,Vapin Vineyards,8160 Pines Blvd,,Pembroke Pines,FL,33024,US,http://vapinvineyards.com/,9543748415,vapinvineyards@gmail.com,2018-09-09,4/6/2020,Yes,V,CBD,Yes,
,Vapor Life West Pines,17099 Pines Blvd,,Pembroke Pines,FL,33027,US,,9544046109,,2018-09-06,3/8/2020,Yes,V,CBD,,
,Vapor Shark - Pembroke Pines,10800 Pines Blvd Ste 11,,Pembroke Pines,FL,33026,US,https://www.vaporshark.com/,9548005333,info@vaporshark.com,2018-09-08,3/11/2020,,V,,,
,850 Smoke Shop,1055 E 9 Mile Rd,,Pensacola,FL,32514,US,,8502850741,,2019-11-10,,Yes,S,CBD,Yes,
,BAT Vapor Vape Shop and Lounge,5222 N W St Ste B,,Pensacola,FL,32505,US,,8509128108,info@batvp.com,2018-08-10,10/15/2021,Yes,V,CBD,,
,CBD American Shaman - Pensacola,6705 Pine Forest Rd,,Pensacola,FL,32526,US,https://cbdamericanshaman.com/,8503780029,pensacolashaman@gmail.com,2020-09-24,,Yes,C,CBD,,
,Cloud City Vaporium,6877 N 9th Ave,,Pensacola,FL,32504,US,http://cloudcityvaporium.com/,8504354500,sales@cloudcityvaporium.com,2018-08-06,12/14/2019,Yes,V,CBD,,
,Discount Cigarette Superstore,120 Chief's Way,,Pensacola,FL,32507,US,,8504552010,,2019-10-07,,,T,,,
,Discount Cigarette Superstores,6109 Mobile Hwy,,Pensacola,FL,32526,US,,8509448211,,2019-10-07,,,T,,,
,Dr. Vape It,6703 Pine Forest Rd,,Pensacola,FL,32526,US,http://drvapeit.com/,8504541736,admin@drvapeit.com,2018-06-26,7/6/2019,Yes,V,CBD,,
,Dr. Vape It,6810 N Davis Hwy,,Pensacola,FL,32505,US,http://drvapeit.com/,8503870940,admin@drvapeit.com,2018-06-26,7/6/2019,Yes,V,CBD,,
,GrowHealthy - Pensacola,7817 North Davis Hwy.,,Pensacola,FL,32514,US,http://growhealthy.com/,8505053160,support@growhealthy.com,2020-01-31,,Yes,C,CBD,,
,Ion CBD,1922 Creighton Rd,,Pensacola,FL,32504,US,http://ioncbd.com,8504831428,support@ioncbd.com,2020-07-08,,Yes,C,CBD,,
,Jim's Vape Escape,314 S Navy Blvd Ste B,,Pensacola,FL,32507,US,https://www.jimsvapeescape.com/,8508983808,vapeescape314@gmail.com,2018-09-10,5/24/2020,,V,,,
,Legal Leaf,503 N Navy Blvd #C,,Pensacola,FL,32507,US,https://legalleaf.com/,8507412980,high@legalleaf.com,2021-11-09,11/9/2021,Yes,C,CBD,,
,Legal Leaf,2721 W Cervantes St,,Pensacola,FL,32505,US,https://legalleaf.com/,8507412980,high@legalleaf.com,2021-11-09,11/9/2021,Yes,C,CBD,,
,Liquid Haze Vapes,1014 Underworld Ave Ste C,,Pensacola,FL,32504,US,http://liquidhazevapes.com/,8508983827,tjcandler@liquidhazevapes.com,2018-09-10,5/25/2020,Yes,V,CBD,,
,Psychedelic Shack,6707 Plantation Rd Ste A2,,Pensacola,FL,32504,US,https://thepsychedelicshack.com/,8504799007,psychedelic.shack.pensacola@gmail.com,2018-12-23,,Yes,H,CBD,Yes,
